"farm_id","date_start","date_end","volume"
7083,2025-10-20,2025-12-15,16163
7083,2026-01-08,,16364
7084,2025-08-28,2025-09-24,2329
7084,2025-10-17,2025-11-13,2291
7084,2025-12-06,2026-01-06,2350
7085,2025-08-04,2025-09-22,15595
7085,2025-10-16,2025-12-06,15067
7085,2025-12-31,,15781
7086,2025-09-02,2025-11-24,1082
7086,2025-12-16,,1112
7087,2025-09-01,2025-10-19,14597
7087,2025-11-11,2026-01-08,15258
7088,2025-09-15,2025-10-12,4122
7088,2025-11-03,2025-11-30,4065
7088,2025-12-22,,4073
7089,2025-08-12,2025-10-04,13099
7089,2025-10-26,2025-12-16,12670
7089,2026-01-12,,12582
7090,2024-10-22,2025-11-25,17867
7090,2025-12-22,,18321
7091,2025-07-25,2025-09-17,13473
7091,2025-10-09,2025-11-29,13135
7091,2025-12-26,,13456
7092,2025-07-23,2025-09-15,15570
7092,2025-10-10,2025-11-27,15275
7092,2025-12-26,,15668
7093,2025-09-17,2025-12-03,797
7093,2025-12-31,,817
7094,2025-08-16,2025-10-05,15955
7094,2025-11-01,2025-12-30,15717
7095,2025-08-30,2025-09-19,5157
7095,2025-11-04,2025-11-24,5074
7095,2026-01-09,,5091
7096,2025-09-09,2025-09-29,5845
7096,2025-10-31,2025-11-20,5629
7096,2026-01-11,,5840
7097,2025-01-29,,17475
7098,2025-08-26,2025-09-22,3056
7098,2025-10-16,2025-11-12,3119
7098,2025-12-05,2026-01-05,3038
7099,2025-09-13,2025-10-03,3578
7099,2025-10-26,2025-11-15,3919
7099,2025-12-07,2025-12-31,3577
7100,2025-09-21,2025-11-12,13206
7100,2025-12-04,,13313
7101,2025-07-30,2025-09-23,16460
7101,2025-10-18,2025-12-10,16491
7101,2026-01-04,,16247
7102,2025-07-25,2025-10-10,916
7102,2025-11-02,,960
7103,2025-07-13,2025-09-06,14520
7103,2025-09-28,2025-11-16,14977
7103,2025-12-08,,14896
7104,2025-08-28,2025-11-08,296
7104,2025-11-30,,299
7105,2025-07-07,,18559
7106,2025-07-30,2025-09-16,16437
7106,2025-10-08,2025-11-25,17135
7106,2025-12-17,,16655
7107,2025-09-16,2025-10-13,1754
7107,2025-11-05,2025-12-02,1785
7107,2025-12-27,,1789
7108,2025-08-13,2025-09-09,3566
7108,2025-10-05,2025-11-01,3620
7108,2025-11-25,2025-12-26,3620
7109,2025-08-13,2025-09-09,3828
7109,2025-10-02,2025-10-29,3889
7109,2025-11-20,2025-12-18,3930
7110,2025-08-30,2025-10-24,14172
7110,2025-11-21,,13802
7111,2025-09-05,2025-09-25,3822
7111,2025-10-22,2025-11-11,3804
7111,2025-12-04,2025-12-28,3891
7112,2025-08-22,2025-09-18,2971
7112,2025-10-11,2025-11-07,2952
7112,2025-11-29,2025-12-30,2944
7113,2025-07-19,2025-09-06,16237
7113,2025-09-28,2025-11-18,15541
7113,2025-12-12,,15835
7114,2025-08-31,2025-09-20,5374
7114,2025-10-25,2025-11-14,5311
7114,2025-12-30,,5460
7115,2025-09-19,2025-10-16,3502
7115,2025-11-08,2025-12-05,3502
7115,2026-01-04,,3534
7116,2025-08-30,2025-10-19,14773
7116,2025-11-12,2026-01-10,14622
7117,2025-09-19,2025-11-12,15019
7117,2025-12-08,,14517
7118,2025-09-10,2025-10-30,14935
7118,2025-11-21,,15084
7119,2025-08-01,2025-09-23,16047
7119,2025-10-16,2025-12-10,15882
7119,2026-01-04,,15442
7120,2025-08-24,2025-09-20,3134
7120,2025-10-12,2025-11-08,3152
7120,2025-11-30,2025-12-31,3226
7121,2025-09-04,2025-10-01,2991
7121,2025-10-23,2025-11-19,2926
7121,2025-12-12,2026-01-12,2990
7122,2024-10-21,2025-11-24,17871
7122,2025-12-18,,17100
7123,2025-09-11,2025-11-03,12626
7123,2025-11-25,,12484
7124,2025-08-21,2025-09-17,3141
7124,2025-10-10,2025-11-06,3124
7124,2025-11-28,2025-12-29,3170
7125,2025-07-28,2025-09-14,15013
7125,2025-10-07,2025-11-25,14853
7125,2025-12-18,,14983
7126,2025-07-25,2025-09-18,15018
7126,2025-10-10,2025-12-02,14745
7126,2025-12-27,,15175
7127,2025-08-29,2025-10-16,13712
7127,2025-11-07,2026-01-05,14013
7128,2025-08-30,2025-10-17,16365
7128,2025-11-09,2026-01-04,16046
7129,2025-07-18,2025-09-10,16164
7129,2025-10-02,2025-11-25,16393
7129,2025-12-18,,16149
7130,2025-09-05,2025-10-30,15202
7130,2025-11-21,,15661
7131,2025-08-30,2025-10-24,16091
7131,2025-11-15,2026-01-11,15313
7132,2025-08-14,2025-10-05,15595
7132,2025-10-29,2025-12-25,16416
7133,2025-07-28,2025-09-16,14392
7133,2025-10-10,2025-11-30,15075
7133,2025-12-26,,14530
7134,2025-09-08,2025-10-05,3190
7134,2025-10-28,2025-11-24,3224
7134,2025-12-17,,3205
7135,2025-08-31,2025-09-27,2307
7135,2025-10-19,2025-11-15,2309
7135,2025-12-08,2026-01-08,2318
7136,2025-08-10,2025-09-06,2028
7136,2025-10-01,2025-10-28,2070
7136,2025-11-19,2025-12-17,2074
7137,2025-08-06,2025-09-02,3807
7137,2025-09-24,2025-10-21,3713
7137,2025-11-12,2025-12-09,3811
7137,2026-01-03,,3769
7138,2025-09-19,2025-11-06,16065
7138,2025-11-29,,16494
7139,2025-09-13,2025-12-01,787
7139,2025-12-29,,790
7140,2025-08-14,2025-09-10,3152
7140,2025-10-02,2025-10-29,3221
7140,2025-11-20,2025-12-18,3201
7142,2025-08-31,2025-09-27,2297
7142,2025-10-19,2025-11-15,2306
7142,2025-12-07,2026-01-07,2345
7143,2025-09-05,2025-10-02,3448
7143,2025-10-25,2025-11-21,3448
7143,2025-12-13,,3396
7144,2025-08-20,2025-10-13,14395
7144,2025-11-08,2026-01-06,14129
7145,2025-06-21,2025-09-08,856
7145,2025-10-05,2025-12-13,851
7145,2025-12-14,2025-12-14,
7145,2026-01-08,,859
7147,2025-08-28,2025-10-21,14164
7147,2025-11-14,2026-01-09,13730
7148,2025-09-07,2025-09-27,5295
7148,2025-11-07,2025-11-27,5185
7148,2026-01-09,,5087
7149,2025-09-07,2025-10-27,14218
7149,2025-11-18,2026-01-11,14338
7150,2025-09-06,2025-10-25,16826
7150,2025-11-21,,16887
7151,2025-09-09,2025-11-03,16969
7151,2025-11-25,,16629
7152,2025-09-06,2025-10-03,4110
7152,2025-10-25,2025-11-21,4134
7152,2025-12-13,,4016
7154,2025-10-01,2025-10-21,4614
7154,2025-11-30,2025-12-21,4511
7155,2025-08-21,2025-09-17,3055
7155,2025-10-10,2025-11-06,3034
7155,2025-11-28,2025-12-29,2974
7156,2025-08-21,2025-09-17,3409
7156,2025-10-09,2025-11-05,3476
7156,2025-11-27,2025-12-28,3464
7157,2025-08-30,2025-09-26,3465
7157,2025-10-18,2025-11-14,3511
7157,2025-12-06,2026-01-06,3580
7158,2025-09-01,2025-11-15,578
7158,2025-12-07,,596
7159,2025-09-01,2025-09-28,2554
7159,2025-10-20,2025-11-16,2598
7159,2025-12-08,2026-01-08,2591
7160,2025-07-31,2025-09-22,13451
7160,2025-10-14,2025-12-05,13349
7160,2025-12-31,,13592
7161,2025-08-16,2025-10-26,724
7161,2025-11-17,,741
7162,2025-09-10,2025-10-07,2923
7162,2025-10-30,2025-11-26,2868
7162,2025-12-20,,2916
7163,2025-09-09,2025-10-29,14550
7163,2025-11-20,2026-01-12,14928
7164,2025-09-09,2025-11-03,13305
7164,2025-11-25,,12616
7165,2025-09-13,2025-10-10,3588
7165,2025-11-01,2025-11-28,3672
7165,2025-12-28,,3662
7166,2025-08-12,2025-10-02,15943
7166,2025-10-24,2025-12-11,15287
7166,2026-01-06,,16021
7167,2025-09-24,2025-10-14,6072
7167,2025-11-12,2025-12-02,6122
7167,2026-01-07,,5912
7168,2025-08-15,2025-11-03,721
7168,2025-11-26,,750
7169,2025-08-16,2025-10-03,15162
7169,2025-10-25,2025-12-16,15136
7169,2026-01-09,,14907
7170,2025-09-25,2025-11-19,15490
7170,2025-12-11,,15591
7171,2025-08-30,2025-11-18,702
7171,2025-12-11,,687
7172,2025-08-05,2025-09-01,3149
7172,2025-09-24,2025-10-21,3118
7172,2025-11-12,2025-12-09,3217
7172,2026-01-04,,3190
7173,2025-10-04,2025-10-24,5408
7173,2025-12-01,2025-12-25,5681
7174,2025-08-08,2025-09-04,3179
7174,2025-09-26,2025-10-23,3239
7174,2025-11-16,2025-12-13,3247
7174,2025-12-14,2025-12-14,
7174,2026-01-07,,3254
7175,2025-09-21,2025-12-13,914
7175,2025-12-14,2025-12-14,
7175,2026-01-10,,953
7176,2025-09-30,2025-10-20,5014
7176,2025-12-16,2026-01-09,4908
7177,2025-08-23,2025-10-17,13523
7177,2025-11-10,2026-01-01,13247
7178,2025-08-15,2025-09-04,5969
7178,2025-10-06,2025-10-26,5759
7178,2025-11-26,2025-12-17,5940
7179,2025-06-04,,16620
7180,2025-09-09,2025-10-06,3254
7180,2025-10-29,2025-11-25,3273
7180,2025-12-17,,3237
7181,2025-08-26,2025-10-15,14707
7181,2025-11-08,2026-01-02,14922
7182,2025-08-08,2025-09-04,1840
7182,2025-09-26,2025-10-23,1809
7182,2025-11-15,2025-12-12,1843
7182,2026-01-06,,1830
7183,2025-10-05,2025-10-25,4457
7183,2025-12-02,2025-12-26,4515
7184,2025-08-03,2025-10-17,999
7184,2025-11-09,,983
7185,2025-07-08,2025-09-20,418
7185,2025-10-16,2025-12-30,417
7186,2025-08-15,2025-09-04,4257
7186,2025-10-09,2025-10-29,4286
7186,2025-11-25,2025-12-16,3982
7187,2025-07-08,2025-09-15,701
7187,2025-10-09,2025-12-25,705
7188,2025-08-29,2025-09-25,2634
7188,2025-10-17,2025-11-13,2606
7188,2025-12-05,2026-01-05,2657
7189,2025-07-21,2025-09-11,14168
7189,2025-10-08,2025-11-28,13728
7189,2025-12-21,,13856
7191,2025-07-30,2025-09-19,17161
7191,2025-10-13,2025-12-07,17123
7191,2026-01-01,,17057
7192,2025-07-22,2025-09-10,14382
7192,2025-10-04,2025-11-22,14824
7192,2025-12-16,,14108
7193,2025-07-28,2025-09-15,14825
7193,2025-10-07,2025-11-26,14528
7193,2025-12-19,,14642
7194,2025-08-01,2025-10-10,295
7194,2025-11-02,,292
7195,2025-08-21,2025-11-06,764
7195,2025-11-28,,805
7196,2025-09-10,2025-10-07,3681
7196,2025-10-29,2025-11-25,3669
7196,2025-12-18,,3555
7197,2024-07-29,2025-09-01,18599
7197,2025-09-23,,18222
7198,2025-08-24,2025-09-20,3079
7198,2025-10-12,2025-11-08,3066
7198,2025-12-02,2026-01-02,3171
7199,2025-08-24,2025-10-12,16280
7199,2025-11-05,2026-01-03,16248
7200,2025-07-21,2025-09-07,13110
7200,2025-09-29,2025-11-21,12988
7200,2025-12-13,,13056
7201,2025-08-27,2025-10-16,13947
7201,2025-11-08,2026-01-01,13694
7202,2025-09-02,2025-09-29,3590
7202,2025-10-21,2025-11-17,3563
7202,2025-12-09,2026-01-09,3506
7203,2025-09-05,2025-10-02,3107
7203,2025-10-25,2025-11-21,3120
7203,2025-12-13,,3105
7204,2025-07-22,2025-09-09,13442
7204,2025-10-01,2025-11-21,13901
7204,2025-12-13,,13615
7205,2025-08-05,2025-10-24,865
7205,2025-11-20,,870
7206,2024-09-22,2025-10-26,17991
7206,2025-11-19,,18097
7208,2025-08-02,2025-09-20,15135
7208,2025-10-12,2025-12-01,15323
7208,2025-12-26,,15004
7209,2025-09-12,2025-11-22,959
7209,2025-12-16,,953
7210,2025-08-06,2025-09-27,15912
7210,2025-10-20,2025-12-15,15776
7210,2026-01-09,,15123
7211,2025-09-03,2025-10-27,13006
7211,2025-11-20,,13276
7212,2025-08-19,2025-10-06,14907
7212,2025-10-28,2025-12-18,14096
7213,2025-08-30,2025-09-26,2006
7213,2025-10-18,2025-11-14,2021
7213,2025-12-06,2026-01-06,1995
7214,2025-08-05,2025-09-29,15976
7214,2025-10-22,2025-12-10,16262
7214,2026-01-07,,16338
7215,2025-08-18,2025-11-05,454
7215,2025-11-27,,469
7216,2025-09-21,2025-10-18,2798
7216,2025-11-09,2025-12-06,2813
7216,2025-12-31,,2808
7217,2025-09-11,2025-10-08,3356
7217,2025-11-04,2025-12-01,3319
7217,2025-12-26,,3286
7218,2025-08-20,2025-09-16,1733
7218,2025-10-09,2025-11-05,1719
7218,2025-11-27,2025-12-28,1731
7219,2025-06-26,2025-09-10,377
7219,2025-10-05,2025-12-18,363
7219,2026-01-12,,370
7220,2025-08-24,2025-09-20,3150
7220,2025-10-12,2025-11-08,3076
7220,2025-11-30,2025-12-31,3111
7221,2024-09-12,2025-10-16,15639
7221,2025-11-07,,15254
7222,2024-11-25,2026-01-02,15773
7223,2025-08-26,2025-09-22,4125
7223,2025-10-14,2025-11-10,4029
7223,2025-12-02,2026-01-02,4165
7224,2025-09-17,2025-10-14,2946
7224,2025-11-05,2025-12-02,2961
7224,2025-12-27,,2932
7225,2025-08-12,2025-09-29,16767
7225,2025-10-22,2025-12-12,16758
7225,2026-01-10,,16994
7226,2025-07-14,2025-09-05,11971
7226,2025-09-29,2025-11-20,12050
7226,2025-12-12,,12316
7227,2025-09-03,2025-10-26,15862
7227,2025-11-19,,15893
7228,2025-09-16,2025-11-03,15314
7228,2025-11-27,,14751
7229,2025-07-14,2025-09-02,15144
7229,2025-09-26,2025-11-14,15188
7229,2025-12-06,,15084
7230,2025-08-22,2025-10-15,14438
7230,2025-11-06,2026-01-02,14387
7231,2025-09-20,2025-11-13,14065
7231,2025-12-06,,14348
7232,2025-09-18,2025-11-08,12992
7232,2025-12-03,,13127
7233,2025-08-18,2025-09-14,2242
7233,2025-10-07,2025-11-03,2285
7233,2025-11-25,2025-12-26,2285
7234,2025-08-30,2025-09-19,3915
7234,2025-10-19,2025-11-08,4192
7234,2025-12-08,2026-01-01,4183
7235,2025-08-29,2025-09-25,3560
7235,2025-10-17,2025-11-13,3580
7235,2025-12-05,2026-01-05,3673
7236,2025-09-10,2025-09-30,3662
7236,2025-10-24,2025-11-13,3916
7236,2025-12-05,2025-12-29,3907
7237,2025-08-07,2025-09-03,2874
7237,2025-09-27,2025-10-24,2850
7237,2025-11-15,2025-12-12,2832
7237,2026-01-08,,2880
7238,2025-07-25,2025-09-12,13026
7238,2025-10-07,2025-12-01,13695
7238,2025-12-28,,13804
7239,2025-08-15,2025-10-06,13203
7239,2025-10-28,2025-12-20,13407
7240,2025-07-27,2025-10-11,857
7240,2025-11-04,,846
7241,2025-08-10,2025-09-06,2441
7241,2025-09-28,2025-10-25,2461
7241,2025-11-17,2025-12-15,2435
7241,2026-01-08,,2401
7242,2025-07-28,2025-09-20,13195
7242,2025-10-12,2025-12-06,12959
7242,2025-12-31,,13299
7243,2025-02-25,,20718
7244,2025-07-28,2025-09-14,13606
7244,2025-10-06,2025-11-29,14334
7244,2025-12-21,,13823
7245,2025-09-23,2025-10-13,5548
7245,2025-11-25,2025-12-16,5321
7246,2025-08-16,2025-10-07,13072
7246,2025-10-31,2025-12-26,12837
7247,2025-08-27,2025-10-21,15943
7247,2025-11-13,2026-01-08,15642
7248,2025-08-15,2025-09-11,3425
7248,2025-10-05,2025-11-01,3449
7248,2025-11-23,2025-12-21,3483
7249,2025-07-21,2025-09-09,13936
7249,2025-10-01,2025-11-20,13978
7249,2025-12-12,,14196
7250,2025-06-23,2025-09-05,699
7250,2025-09-27,2025-12-18,737
7250,2026-01-11,,720
7251,2025-07-30,2025-09-18,17290
7251,2025-10-11,2025-12-03,16413
7251,2025-12-29,,17148
7252,2025-01-31,,17288
7253,2024-10-09,2025-11-12,18641
7253,2025-12-04,,18839
7254,2025-07-31,2025-09-20,15510
7254,2025-10-13,2025-12-01,16266
7254,2025-12-26,,15636
7255,2025-09-05,2025-11-15,442
7255,2025-12-07,,424
7256,2025-08-30,2025-09-26,4020
7256,2025-10-18,2025-11-14,4027
7256,2025-12-06,2026-01-06,4018
7257,2025-08-13,2025-09-09,3280
7257,2025-10-03,2025-10-30,3346
7257,2025-11-21,2025-12-19,3344
7258,2025-07-23,2025-09-09,15518
7258,2025-10-02,2025-11-25,15353
7258,2025-12-18,,15879
7259,2025-08-14,2025-10-01,13720
7259,2025-10-25,2025-12-16,13517
7259,2026-01-09,,13623
7260,2025-08-24,2025-09-20,3525
7260,2025-10-12,2025-11-08,3472
7260,2025-11-30,2025-12-31,3469
7261,2025-08-11,2025-09-07,3259
7261,2025-09-29,2025-10-26,3271
7261,2025-11-17,2025-12-15,3220
7261,2026-01-08,,3166
7262,2025-07-22,2025-09-11,16412
7262,2025-10-04,2025-11-28,15989
7262,2025-12-20,,16004
7263,2025-08-16,2025-10-04,13991
7263,2025-10-29,2025-12-19,14013
7264,2025-08-08,2025-09-29,15319
7264,2025-10-22,2025-12-12,16147
7264,2026-01-06,,15781
7265,2025-08-04,2025-09-24,14878
7265,2025-10-16,2025-12-06,15499
7265,2026-01-02,,15400
7266,2025-09-21,2025-11-14,14794
7266,2025-12-07,,15518
7268,2025-08-29,2025-09-25,3286
7268,2025-10-18,2025-11-14,3364
7268,2025-12-06,2026-01-06,3347
7269,2025-09-12,2025-10-02,5154
7269,2025-11-23,2025-12-13,5244
7269,2025-12-14,2025-12-14,
7270,2025-08-08,2025-10-01,14913
7270,2025-10-23,2025-12-10,14907
7270,2026-01-06,,14759
7271,2025-08-30,2025-09-26,4023
7271,2025-10-18,2025-11-14,3957
7271,2025-12-06,2026-01-06,3890
7272,2025-06-10,,18027
7273,2025-08-15,2025-09-11,3392
7273,2025-10-04,2025-10-31,3365
7273,2025-11-24,2025-12-25,3336
7274,2025-09-15,2025-10-12,4185
7274,2025-11-03,2025-11-30,4186
7274,2025-12-22,,4189
7275,2025-07-15,2025-10-06,1106
7275,2025-10-28,,1067
7276,2025-07-19,2025-09-06,13828
7276,2025-09-29,2025-11-17,14220
7276,2025-12-11,,13826
7277,2025-08-30,2025-10-17,13553
7277,2025-11-09,2026-01-03,13715
7278,2025-09-12,2025-10-09,2548
7278,2025-10-31,2025-11-27,2612
7278,2025-12-21,,2580
7279,2025-08-16,2025-09-05,3965
7279,2025-09-28,2025-10-18,3981
7279,2025-11-11,2025-12-01,4075
7279,2025-12-27,,3980
7280,2025-09-14,2025-10-11,4155
7280,2025-11-02,2025-11-29,4172
7280,2025-12-21,,4155
7281,2025-09-07,2025-11-19,1119
7281,2025-12-13,,1111
7282,2025-09-05,2025-10-26,15516
7282,2025-11-18,,15819
7283,2025-07-18,2025-09-30,733
7283,2025-10-23,2026-01-06,721
7284,2025-08-09,2025-09-26,15051
7284,2025-10-20,2025-12-08,15701
7284,2026-01-06,,15110
7285,2025-09-12,2025-10-02,6924
7285,2025-10-25,2025-11-14,6643
7285,2025-12-06,2025-12-30,6867
7286,2025-08-19,2025-10-08,14178
7286,2025-10-31,2025-12-29,13956
7287,2025-07-27,2025-09-13,15390
7287,2025-10-05,2025-11-29,15910
7287,2025-12-21,,15744
7288,2025-08-28,2025-10-16,17645
7288,2025-11-07,2025-12-31,18535
7289,2025-07-28,2025-09-18,14481
7289,2025-10-11,2025-12-02,14378
7289,2025-12-27,,14570
7290,2025-09-25,2025-11-16,14006
7290,2025-12-08,,13840
7292,2025-07-17,2025-09-03,16777
7292,2025-09-27,2025-11-14,16944
7292,2025-12-08,,16928
7293,2025-09-17,2025-11-08,14395
7293,2025-12-03,,13712
7294,2025-09-14,2025-11-02,16025
7294,2025-11-26,,15920
7295,2025-08-02,2025-09-25,15786
7295,2025-10-18,2025-12-12,15765
7295,2026-01-07,,16313
7296,2025-08-15,2025-10-03,15747
7296,2025-10-26,2025-12-18,15737
7296,2026-01-13,,15240
7297,2025-08-17,2025-09-13,3253
7297,2025-10-05,2025-11-01,3268
7297,2025-11-24,2025-12-25,3316
7298,2025-08-25,2025-09-14,4300
7298,2025-10-21,2025-11-10,4294
7298,2025-12-11,2026-01-04,4436
7299,2025-08-31,2025-09-27,4368
7299,2025-10-19,2025-11-15,4333
7299,2025-12-07,2026-01-07,4348
7300,2025-08-09,2025-09-05,3927
7300,2025-09-28,2025-10-25,3868
7300,2025-11-16,2025-12-13,3926
7300,2025-12-14,2025-12-14,
7300,2026-01-07,,3866
7301,2025-09-14,2025-11-22,477
7301,2025-12-16,,477
7302,2025-07-04,2025-09-15,533
7302,2025-10-08,2025-12-28,528
7303,2025-08-19,2025-09-08,5482
7303,2025-10-18,2025-11-07,5402
7303,2025-12-19,2026-01-12,5490
7305,2025-07-21,2025-09-10,15224
7305,2025-10-05,2025-11-22,15048
7305,2025-12-16,,14656
7306,2025-08-31,2025-09-27,2865
7306,2025-10-21,2025-11-17,2855
7306,2025-12-09,2026-01-09,2780
7307,2025-08-11,2025-10-04,15872
7307,2025-10-27,2025-12-18,15229
7307,2026-01-12,,15747
7308,2025-08-21,2025-10-09,16662
7308,2025-11-05,2026-01-02,16632
7309,2025-08-29,2025-09-25,2709
7309,2025-10-19,2025-11-15,2660
7309,2025-12-07,2026-01-07,2716
7310,2025-08-28,2025-09-17,7528
7310,2025-10-09,2025-10-29,7397
7310,2025-11-20,2025-12-10,7221
7310,2026-01-05,,7251
7311,2025-07-10,2025-08-31,14170
7311,2025-09-22,2025-11-10,14059
7311,2025-12-02,,13582
7312,2025-08-20,2025-09-16,2359
7312,2025-10-10,2025-11-06,2289
7312,2025-11-28,2025-12-29,2295
7313,2025-08-20,2025-10-12,13959
7313,2025-11-05,2026-01-03,14479
7314,2025-08-07,2025-09-26,15617
7314,2025-10-20,2025-12-08,16515
7314,2026-01-03,,16211
7315,2025-08-24,2025-10-14,14833
7315,2025-11-07,2026-01-01,15133
7316,2025-08-29,2025-10-20,12791
7316,2025-11-13,2026-01-04,13237
7317,2025-09-13,2025-11-02,14388
7317,2025-11-24,,14015
7319,2025-09-13,2025-10-10,2979
7319,2025-11-01,2025-11-28,3011
7319,2025-12-20,,3023
7320,2025-07-15,2025-09-22,804
7320,2025-10-15,2025-12-29,792
7321,2025-07-17,2025-09-03,13512
7321,2025-09-25,2025-11-12,13859
7321,2025-12-07,,13923
7322,2025-08-06,2025-09-02,2628
7322,2025-09-24,2025-10-21,2695
7322,2025-11-16,2025-12-13,2673
7322,2025-12-14,2025-12-14,
7322,2026-01-08,,2706
7323,2025-08-20,2025-10-14,15454
7323,2025-11-05,2025-12-28,14797
7324,2025-07-31,2025-10-10,254
7324,2025-11-01,,244
7325,2025-09-21,2025-10-18,3290
7325,2025-11-10,2025-12-07,3233
7325,2026-01-01,,3292
7326,2025-09-21,2025-10-18,2546
7326,2025-11-09,2025-12-06,2545
7326,2026-01-03,,2566
7327,2025-06-23,2025-09-13,838
7327,2025-10-05,2025-12-28,799
7328,2025-08-17,2025-10-06,14334
7328,2025-10-31,2025-12-25,14288
7329,2025-09-12,2025-11-01,14877
7329,2025-11-23,,15046
7330,2025-09-18,2025-10-15,2482
7330,2025-11-06,2025-12-03,2488
7330,2025-12-29,,2503
7331,2025-09-22,2025-10-19,2746
7331,2025-11-10,2025-12-07,2671
7331,2026-01-02,,2727
7332,2025-08-26,,18054
7333,2025-09-03,2025-09-30,2766
7333,2025-10-22,2025-11-18,2793
7333,2025-12-11,2026-01-11,2765
7334,2025-09-14,2025-10-04,3554
7334,2025-10-28,2025-11-17,3544
7334,2025-12-09,2026-01-02,3962
7335,2025-08-23,2025-10-15,14610
7335,2025-11-07,2025-12-30,14619
7336,2025-08-11,2025-09-29,15627
7336,2025-10-23,2025-12-15,15359
7336,2026-01-13,,15275
7337,2025-08-17,2025-09-06,4256
7337,2025-10-16,2025-11-05,4275
7337,2025-12-08,2026-01-01,4312
7338,2025-07-15,2025-09-06,13421
7338,2025-10-03,2025-11-24,13694
7338,2025-12-17,,13894
7339,2025-08-06,2025-09-25,15670
7339,2025-10-22,2025-12-17,15849
7339,2026-01-10,,15660
7340,2025-08-26,2025-10-19,14645
7340,2025-11-13,2026-01-09,14521
7341,2025-07-18,2025-09-06,16583
7341,2025-09-29,2025-11-18,16783
7341,2025-12-13,,15927
7342,2025-06-16,2025-09-06,518
7342,2025-09-30,2025-12-10,544
7342,2026-01-06,,515
7343,2025-09-03,2025-09-23,5162
7343,2025-11-04,2025-11-24,4938
7343,2026-01-08,,5035
7344,2025-08-30,2025-09-26,3688
7344,2025-10-18,2025-11-14,3668
7344,2025-12-06,2026-01-06,3624
7345,2025-08-21,2025-09-10,6196
7345,2025-10-09,2025-10-29,6228
7345,2025-11-27,2025-12-18,6167
7346,2025-08-20,2025-09-16,3327
7346,2025-10-10,2025-11-06,3340
7346,2025-11-28,2025-12-29,3363
7347,2025-08-12,2025-10-01,15981
7347,2025-10-27,2025-12-25,15561
7348,2025-08-18,2025-09-14,3212
7348,2025-10-08,2025-11-04,3266
7348,2025-11-26,2025-12-27,3155
7349,2025-08-25,2025-10-14,16307
7349,2025-11-06,2025-12-31,17128
7350,2025-08-26,2025-10-13,14352
7350,2025-11-06,2026-01-04,14686
7351,2025-08-21,2025-09-17,4104
7351,2025-10-09,2025-11-05,4145
7351,2025-11-27,2025-12-28,4131
7352,2025-09-19,2025-10-16,2258
7352,2025-11-08,2025-12-05,2222
7352,2025-12-31,,2281
7353,2025-09-25,2025-10-22,3426
7353,2025-11-14,2025-12-11,3444
7353,2026-01-05,,3436
7354,2025-09-12,2025-10-09,2027
7354,2025-10-31,2025-11-27,2082
7354,2025-12-19,,2096
7355,2025-09-23,2025-11-12,15182
7355,2025-12-06,,15214
7356,2025-07-21,2025-09-12,12626
7356,2025-10-07,2025-11-25,12596
7356,2025-12-18,,12856
7357,2025-08-01,2025-09-18,14626
7357,2025-10-11,2025-12-05,15262
7357,2025-12-31,,15332
7358,2025-08-02,2025-09-21,13385
7358,2025-10-17,2025-12-10,13519
7358,2026-01-05,,13219
7359,2025-08-15,2025-09-11,3869
7359,2025-10-04,2025-10-31,3828
7359,2025-11-22,2025-12-20,3872
7359,2026-01-13,,3873
7360,2025-08-22,2025-11-05,334
7360,2025-12-03,,320
7361,2025-09-08,2025-10-05,2424
7361,2025-10-27,2025-11-23,2427
7361,2025-12-15,,2471
7362,2025-08-11,2025-09-07,3355
7362,2025-09-29,2025-10-26,3284
7362,2025-11-17,2025-12-15,3394
7362,2026-01-08,,3355
7363,2025-09-09,2025-10-06,3854
7363,2025-10-28,2025-11-24,3966
7363,2025-12-16,,3982
7364,2025-08-30,2025-09-19,4291
7364,2025-10-23,2025-11-12,4237
7364,2025-12-10,2026-01-03,4232
7365,2025-08-17,2025-09-13,4860
7365,2025-10-05,2025-11-01,4867
7365,2025-11-23,2025-12-21,4795
7366,2025-07-22,2025-10-09,262
7366,2025-11-02,,252
7367,2025-08-06,2025-10-19,826
7367,2025-11-12,,830
7368,2025-08-02,2025-09-25,13027
7368,2025-10-17,2025-12-06,13098
7368,2026-01-03,,13157
7369,2025-09-10,2025-11-03,16851
7369,2025-11-29,,15957
7370,2025-07-10,2025-09-03,17335
7370,2025-09-29,2025-11-16,16605
7370,2025-12-08,,17449
7371,2025-07-22,2025-09-09,14746
7371,2025-10-01,2025-11-23,14266
7371,2025-12-18,,14786
7372,2025-09-15,2025-10-12,3034
7372,2025-11-04,2025-12-01,2967
7372,2025-12-27,,2974
7373,2025-07-10,2025-09-01,13892
7373,2025-09-24,2025-11-15,13340
7373,2025-12-09,,13555
7374,2025-08-04,2025-09-26,15084
7374,2025-10-22,2025-12-12,14571
7374,2026-01-06,,15364
7375,2025-08-05,2025-09-01,3102
7375,2025-09-23,2025-10-20,3199
7375,2025-11-11,2025-12-08,3169
7375,2026-01-02,,3128
7376,2025-07-29,2025-09-17,15796
7376,2025-10-13,2025-12-04,16704
7376,2025-12-30,,16015
7378,2025-07-17,2025-09-07,14809
7378,2025-10-02,2025-11-24,15440
